target,name,hidden,dropout,config,seed,K,n_test,persistence,ridge,lstm
station_27,Sheleila,32,0.1,h32_d0.1,44,30,291,12.555055552695555,11.867285728109323,11.856161490685153
station_27,Sheleila,32,0.1,h32_d0.1,44,90,231,12.373207019526182,11.577064739405591,11.666856836090856
station_12,CITIES@Saadiyat,32,0.2,h32_d0.2,44,30,565,12.028233342645658,11.553971487615222,11.510468604795392
station_12,CITIES@Saadiyat,32,0.2,h32_d0.2,44,90,505,12.19209339638352,11.604956795792445,11.578211169317905
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.2,h32_d0.2,44,30,594,12.133064224454904,11.477989246262172,11.478007551988439
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.2,h32_d0.2,44,90,534,12.28736598793038,11.600764803222686,11.627859645440983
station_14,CITIES@West Yas Island,32,0.2,h32_d0.2,44,30,387,12.513374622556636,11.816025734865612,12.13643521355038
station_14,CITIES@West Yas Island,32,0.2,h32_d0.2,44,90,327,12.535055797770148,11.652379981007515,12.003046942658818
station_15,CITIES@Khalifa City 1,32,0.2,h32_d0.2,44,30,367,20.42504864771637,18.079328019477362,17.804974523896853
station_15,CITIES@Khalifa City 1,32,0.2,h32_d0.2,44,90,307,21.486237827058325,18.891308009311622,18.57892307832389
station_16,CITIES@Khalifa City 2,32,0.2,h32_d0.2,44,30,329,18.518673226090232,16.947053552743526,16.964134039961586
station_16,CITIES@Khalifa City 2,32,0.2,h32_d0.2,44,90,269,19.31623873352183,17.52611268179311,17.50774553235217
station_17,CITIES@Sas Al Nakhl,32,0.2,h32_d0.2,44,30,350,10.65030658177098,10.185138742956823,10.252005653206918
station_17,CITIES@Sas Al Nakhl,32,0.2,h32_d0.2,44,90,290,10.340353608973954,9.890101105996814,10.005336367969278
station_18,CITIES@Al Danah,32,0.2,h32_d0.2,44,30,310,12.29631412122112,11.337248022489911,11.626287553954437
station_18,CITIES@Al Danah,32,0.2,h32_d0.2,44,90,271,12.448336111935584,11.462228892962159,11.731595352858292
station_19,CITIES@Shakhbout[31],32,0.2,h32_d0.2,44,30,327,9.844875007554595,9.557835903941841,9.582332204804425
station_19,CITIES@Shakhbout[31],32,0.2,h32_d0.2,44,90,267,9.770016963172282,9.416372783598451,9.467845429079349
station_20,Abu dhabi al muzoon,32,0.2,h32_d0.2,44,30,242,11.300214389467746,10.753514988088792,10.791923264971944
station_20,Abu dhabi al muzoon,32,0.2,h32_d0.2,44,90,183,11.955186793054745,11.263740485845197,11.366844769595199
station_21,CITIES@Bateen-BWA,32,0.2,h32_d0.2,44,30,215,16.434843133939836,14.71581803519549,14.661023398925435
station_21,CITIES@Bateen-BWA,32,0.2,h32_d0.2,44,90,155,17.82374798570897,15.925398304044917,15.891354183540875
station_22,Mamsha Azure 3,32,0.2,h32_d0.2,44,30,141,13.749459924918883,12.37614897509997,12.890970933986857
station_22,Mamsha Azure 3,32,0.2,h32_d0.2,44,90,81,12.194108322373465,11.079415674908194,11.658751330830231
station_27,Sheleila,32,0.2,h32_d0.2,44,30,291,12.555055552695555,11.867285728109323,12.072889768800415
station_27,Sheleila,32,0.2,h32_d0.2,44,90,231,12.373207019526182,11.577064739405591,11.874046285236497
station_12,CITIES@Saadiyat,32,0.3,h32_d0.3,44,30,565,12.028233342645658,11.553971487615222,11.663774630715952
station_12,CITIES@Saadiyat,32,0.3,h32_d0.3,44,90,505,12.19209339638352,11.604956795792445,11.717861536778925
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.3,h32_d0.3,44,30,594,12.133064224454904,11.477989246262172,11.51543616231729
station_13,CITIES@Lycee Francais Theodore Monod International School,32,0.3,h32_d0.3,44,90,534,12.28736598793038,11.600764803222686,11.666732715862018
station_14,CITIES@West Yas Island,32,0.3,h32_d0.3,44,30,387,12.513374622556636,11.816025734865612,11.935301598285537
station_14,CITIES@West Yas Island,32,0.3,h32_d0.3,44,90,327,12.535055797770148,11.652379981007515,11.800732603839917
station_15,CITIES@Khalifa City 1,32,0.3,h32_d0.3,44,30,367,20.42504864771637,18.079328019477362,17.772124658817294
station_15,CITIES@Khalifa City 1,32,0.3,h32_d0.3,44,90,307,21.486237827058325,18.891308009311622,18.56381525459841
station_16,CITIES@Khalifa City 2,32,0.3,h32_d0.3,44,30,329,18.518673226090232,16.947053552743526,16.9828893242717
station_16,CITIES@Khalifa City 2,32,0.3,h32_d0.3,44,90,269,19.31623873352183,17.52611268179311,17.55044912238962
station_17,CITIES@Sas Al Nakhl,32,0.3,h32_d0.3,44,30,350,10.65030658177098,10.185138742956823,10.223618929498572
station_17,CITIES@Sas Al Nakhl,32,0.3,h32_d0.3,44,90,290,10.340353608973954,9.890101105996814,9.912079345229321
station_18,CITIES@Al Danah,32,0.3,h32_d0.3,44,30,310,12.29631412122112,11.337248022489911,11.794267843745766
station_18,CITIES@Al Danah,32,0.3,h32_d0.3,44,90,271,12.448336111935584,11.462228892962159,11.843603664493687
station_19,CITIES@Shakhbout[31],32,0.3,h32_d0.3,44,30,327,9.844875007554595,9.557835903941841,9.643870725095546
station_19,CITIES@Shakhbout[31],32,0.3,h32_d0.3,44,90,267,9.770016963172282,9.416372783598451,9.541845291496026
station_20,Abu dhabi al muzoon,32,0.3,h32_d0.3,44,30,242,11.300214389467746,10.753514988088792,10.722476781116182
station_20,Abu dhabi al muzoon,32,0.3,h32_d0.3,44,90,183,11.955186793054745,11.263740485845197,11.386352684434712
station_21,CITIES@Bateen-BWA,32,0.3,h32_d0.3,44,30,215,16.434843133939836,14.71581803519549,14.64675790079961
station_21,CITIES@Bateen-BWA,32,0.3,h32_d0.3,44,90,155,17.82374798570897,15.925398304044917,15.89091432152217
station_22,Mamsha Azure 3,32,0.3,h32_d0.3,44,30,141,13.749459924918883,12.37614897509997,12.733092855306342
station_22,Mamsha Azure 3,32,0.3,h32_d0.3,44,90,81,12.194108322373465,11.079415674908194,11.692313388374544
station_27,Sheleila,32,0.3,h32_d0.3,44,30,291,12.555055552695555,11.867285728109323,12.093658105685138
station_27,Sheleila,32,0.3,h32_d0.3,44,90,231,12.373207019526182,11.577064739405591,11.869576968450803
station_12,CITIES@Saadiyat,64,0.1,h64_d0.1,44,30,565,12.028233342645658,11.553971487615222,11.980392085065304
station_12,CITIES@Saadiyat,64,0.1,h64_d0.1,44,90,505,12.19209339638352,11.604956795792445,11.982438230762359
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.1,h64_d0.1,44,30,594,12.133064224454904,11.477989246262172,11.880282365953125
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.1,h64_d0.1,44,90,534,12.28736598793038,11.600764803222686,12.00679696036433
station_14,CITIES@West Yas Island,64,0.1,h64_d0.1,44,30,387,12.513374622556636,11.816025734865612,12.37830411644221
station_14,CITIES@West Yas Island,64,0.1,h64_d0.1,44,90,327,12.535055797770148,11.652379981007515,12.235965912837829
station_15,CITIES@Khalifa City 1,64,0.1,h64_d0.1,44,30,367,20.42504864771637,18.079328019477362,17.711726703117044
station_15,CITIES@Khalifa City 1,64,0.1,h64_d0.1,44,90,307,21.486237827058325,18.891308009311622,18.463605197656438
station_16,CITIES@Khalifa City 2,64,0.1,h64_d0.1,44,30,329,18.518673226090232,16.947053552743526,16.990733197954064
station_16,CITIES@Khalifa City 2,64,0.1,h64_d0.1,44,90,269,19.31623873352183,17.52611268179311,17.488907797225092
station_17,CITIES@Sas Al Nakhl,64,0.1,h64_d0.1,44,30,350,10.65030658177098,10.185138742956823,10.621822270345149
station_17,CITIES@Sas Al Nakhl,64,0.1,h64_d0.1,44,90,290,10.340353608973954,9.890101105996814,10.224824785732913
station_18,CITIES@Al Danah,64,0.1,h64_d0.1,44,30,310,12.29631412122112,11.337248022489911,11.518284127809858
station_18,CITIES@Al Danah,64,0.1,h64_d0.1,44,90,271,12.448336111935584,11.462228892962159,11.638918487283268
station_19,CITIES@Shakhbout[31],64,0.1,h64_d0.1,44,30,327,9.844875007554595,9.557835903941841,10.028648594797287
station_19,CITIES@Shakhbout[31],64,0.1,h64_d0.1,44,90,267,9.770016963172282,9.416372783598451,9.953577724374654
station_20,Abu dhabi al muzoon,64,0.1,h64_d0.1,44,30,242,11.300214389467746,10.753514988088792,11.534175957283777
station_20,Abu dhabi al muzoon,64,0.1,h64_d0.1,44,90,183,11.955186793054745,11.263740485845197,12.354121532129744
station_21,CITIES@Bateen-BWA,64,0.1,h64_d0.1,44,30,215,16.434843133939836,14.71581803519549,15.395777144966107
station_21,CITIES@Bateen-BWA,64,0.1,h64_d0.1,44,90,155,17.82374798570897,15.925398304044917,16.726846991554567
station_22,Mamsha Azure 3,64,0.1,h64_d0.1,44,30,141,13.749459924918883,12.37614897509997,13.082167097191899
station_22,Mamsha Azure 3,64,0.1,h64_d0.1,44,90,81,12.194108322373465,11.079415674908194,11.815135204127886
station_27,Sheleila,64,0.1,h64_d0.1,44,30,291,12.555055552695555,11.867285728109323,12.082458257958319
station_27,Sheleila,64,0.1,h64_d0.1,44,90,231,12.373207019526182,11.577064739405591,11.660744926060978
station_12,CITIES@Saadiyat,64,0.2,h64_d0.2,44,30,565,12.028233342645658,11.553971487615222,11.805988428510812
station_12,CITIES@Saadiyat,64,0.2,h64_d0.2,44,90,505,12.19209339638352,11.604956795792445,11.82422312461888
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.2,h64_d0.2,44,30,594,12.133064224454904,11.477989246262172,11.757990075427346
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.2,h64_d0.2,44,90,534,12.28736598793038,11.600764803222686,11.886068864288081
station_14,CITIES@West Yas Island,64,0.2,h64_d0.2,44,30,387,12.513374622556636,11.816025734865612,12.25399873380502
station_14,CITIES@West Yas Island,64,0.2,h64_d0.2,44,90,327,12.535055797770148,11.652379981007515,12.094965344407328
station_15,CITIES@Khalifa City 1,64,0.2,h64_d0.2,44,30,367,20.42504864771637,18.079328019477362,17.89638816093761
station_15,CITIES@Khalifa City 1,64,0.2,h64_d0.2,44,90,307,21.486237827058325,18.891308009311622,18.671925951660548
station_16,CITIES@Khalifa City 2,64,0.2,h64_d0.2,44,30,329,18.518673226090232,16.947053552743526,17.111655016635048
station_16,CITIES@Khalifa City 2,64,0.2,h64_d0.2,44,90,269,19.31623873352183,17.52611268179311,17.66192466212364
station_17,CITIES@Sas Al Nakhl,64,0.2,h64_d0.2,44,30,350,10.65030658177098,10.185138742956823,10.675787757980034
station_17,CITIES@Sas Al Nakhl,64,0.2,h64_d0.2,44,90,290,10.340353608973954,9.890101105996814,10.196055354556709
station_18,CITIES@Al Danah,64,0.2,h64_d0.2,44,30,310,12.29631412122112,11.337248022489911,11.547913899900273
station_18,CITIES@Al Danah,64,0.2,h64_d0.2,44,90,271,12.448336111935584,11.462228892962159,11.693196046549977
station_19,CITIES@Shakhbout[31],64,0.2,h64_d0.2,44,30,327,9.844875007554595,9.557835903941841,9.969076011182993
station_19,CITIES@Shakhbout[31],64,0.2,h64_d0.2,44,90,267,9.770016963172282,9.416372783598451,9.869669712130232
station_20,Abu dhabi al muzoon,64,0.2,h64_d0.2,44,30,242,11.300214389467746,10.753514988088792,10.97082061885045
station_20,Abu dhabi al muzoon,64,0.2,h64_d0.2,44,90,183,11.955186793054745,11.263740485845197,11.60952811727847
station_21,CITIES@Bateen-BWA,64,0.2,h64_d0.2,44,30,215,16.434843133939836,14.71581803519549,14.850850050837167
station_21,CITIES@Bateen-BWA,64,0.2,h64_d0.2,44,90,155,17.82374798570897,15.925398304044917,16.06406925995532
station_22,Mamsha Azure 3,64,0.2,h64_d0.2,44,30,141,13.749459924918883,12.37614897509997,13.059571397690624
station_22,Mamsha Azure 3,64,0.2,h64_d0.2,44,90,81,12.194108322373465,11.079415674908194,11.731211711950232
station_27,Sheleila,64,0.2,h64_d0.2,44,30,291,12.555055552695555,11.867285728109323,11.867870042531507
station_27,Sheleila,64,0.2,h64_d0.2,44,90,231,12.373207019526182,11.577064739405591,11.614489559279571
station_12,CITIES@Saadiyat,64,0.3,h64_d0.3,44,30,565,12.028233342645658,11.553971487615222,11.65948770955586
station_12,CITIES@Saadiyat,64,0.3,h64_d0.3,44,90,505,12.19209339638352,11.604956795792445,11.687284472846136
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.3,h64_d0.3,44,30,594,12.133064224454904,11.477989246262172,11.91033470593563
station_13,CITIES@Lycee Francais Theodore Monod International School,64,0.3,h64_d0.3,44,90,534,12.28736598793038,11.600764803222686,12.035313730321096
station_14,CITIES@West Yas Island,64,0.3,h64_d0.3,44,30,387,12.513374622556636,11.816025734865612,12.083958191284777
station_14,CITIES@West Yas Island,64,0.3,h64_d0.3,44,90,327,12.535055797770148,11.652379981007515,11.93026663646681
station_15,CITIES@Khalifa City 1,64,0.3,h64_d0.3,44,30,367,20.42504864771637,18.079328019477362,17.593644488311707
station_15,CITIES@Khalifa City 1,64,0.3,h64_d0.3,44,90,307,21.486237827058325,18.891308009311622,18.33913605794208
station_16,CITIES@Khalifa City 2,64,0.3,h64_d0.3,44,30,329,18.518673226090232,16.947053552743526,16.622033643765775
station_16,CITIES@Khalifa City 2,64,0.3,h64_d0.3,44,90,269,19.31623873352183,17.52611268179311,17.109644880721476
station_17,CITIES@Sas Al Nakhl,64,0.3,h64_d0.3,44,30,350,10.65030658177098,10.185138742956823,10.425716122119182
station_17,CITIES@Sas Al Nakhl,64,0.3,h64_d0.3,44,90,290,10.340353608973954,9.890101105996814,10.08501598820929
station_18,CITIES@Al Danah,64,0.3,h64_d0.3,44,30,310,12.29631412122112,11.337248022489911,11.72078762189601
station_18,CITIES@Al Danah,64,0.3,h64_d0.3,44,90,271,12.448336111935584,11.462228892962159,11.83118411956666
station_19,CITIES@Shakhbout[31],64,0.3,h64_d0.3,44,30,327,9.844875007554595,9.557835903941841,9.75631430020866
station_19,CITIES@Shakhbout[31],64,0.3,h64_d0.3,44,90,267,9.770016963172282,9.416372783598451,9.687856169679918
station_20,Abu dhabi al muzoon,64,0.3,h64_d0.3,44,30,242,11.300214389467746,10.753514988088792,10.884710782782271
station_20,Abu dhabi al muzoon,64,0.3,h64_d0.3,44,90,183,11.955186793054745,11.263740485845197,11.510249898702488
station_21,CITIES@Bateen-BWA,64,0.3,h64_d0.3,44,30,215,16.434843133939836,14.71581803519549,15.090899248280731
station_21,CITIES@Bateen-BWA,64,0.3,h64_d0.3,44,90,155,17.82374798570897,15.925398304044917,16.281230940288587
station_22,Mamsha Azure 3,64,0.3,h64_d0.3,44,30,141,13.749459924918883,12.37614897509997,13.049956866120676
station_22,Mamsha Azure 3,64,0.3,h64_d0.3,44,90,81,12.194108322373465,11.079415674908194,11.767665016211609
station_27,Sheleila,64,0.3,h64_d0.3,44,30,291,12.555055552695555,11.867285728109323,11.885967242661351
station_27,Sheleila,64,0.3,h64_d0.3,44,90,231,12.373207019526182,11.577064739405591,11.702193993590178
station_12,CITIES@Saadiyat,128,0.1,h128_d0.1,44,30,565,12.028233342645658,11.553971487615222,12.577612319141215
station_12,CITIES@Saadiyat,128,0.1,h128_d0.1,44,90,505,12.19209339638352,11.604956795792445,12.488789407314567
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.1,h128_d0.1,44,30,594,12.133064224454904,11.477989246262172,11.6220940501768
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.1,h128_d0.1,44,90,534,12.28736598793038,11.600764803222686,11.753110045919728
station_14,CITIES@West Yas Island,128,0.1,h128_d0.1,44,30,387,12.513374622556636,11.816025734865612,11.979379907028937
station_14,CITIES@West Yas Island,128,0.1,h128_d0.1,44,90,327,12.535055797770148,11.652379981007515,11.81931080692897
station_15,CITIES@Khalifa City 1,128,0.1,h128_d0.1,44,30,367,20.42504864771637,18.079328019477362,17.89436058947687
station_15,CITIES@Khalifa City 1,128,0.1,h128_d0.1,44,90,307,21.486237827058325,18.891308009311622,18.66505113629461
station_16,CITIES@Khalifa City 2,128,0.1,h128_d0.1,44,30,329,18.518673226090232,16.947053552743526,17.004334361562616
station_16,CITIES@Khalifa City 2,128,0.1,h128_d0.1,44,90,269,19.31623873352183,17.52611268179311,17.54405121052434
station_17,CITIES@Sas Al Nakhl,128,0.1,h128_d0.1,44,30,350,10.65030658177098,10.185138742956823,10.269345017538742
station_17,CITIES@Sas Al Nakhl,128,0.1,h128_d0.1,44,90,290,10.340353608973954,9.890101105996814,9.918737127941931
station_18,CITIES@Al Danah,128,0.1,h128_d0.1,44,30,310,12.29631412122112,11.337248022489911,12.844582258265184
station_18,CITIES@Al Danah,128,0.1,h128_d0.1,44,90,271,12.448336111935584,11.462228892962159,13.008797040332677
station_19,CITIES@Shakhbout[31],128,0.1,h128_d0.1,44,30,327,9.844875007554595,9.557835903941841,9.602770875848528
station_19,CITIES@Shakhbout[31],128,0.1,h128_d0.1,44,90,267,9.770016963172282,9.416372783598451,9.524387498710146
station_20,Abu dhabi al muzoon,128,0.1,h128_d0.1,44,30,242,11.300214389467746,10.753514988088792,12.935294262320628
station_20,Abu dhabi al muzoon,128,0.1,h128_d0.1,44,90,183,11.955186793054745,11.263740485845197,13.878409418047598
station_21,CITIES@Bateen-BWA,128,0.1,h128_d0.1,44,30,215,16.434843133939836,14.71581803519549,15.566480614151478
station_21,CITIES@Bateen-BWA,128,0.1,h128_d0.1,44,90,155,17.82374798570897,15.925398304044917,16.866502241044408
station_22,Mamsha Azure 3,128,0.1,h128_d0.1,44,30,141,13.749459924918883,12.37614897509997,13.631916741493312
station_22,Mamsha Azure 3,128,0.1,h128_d0.1,44,90,81,12.194108322373465,11.079415674908194,12.247159677230837
station_27,Sheleila,128,0.1,h128_d0.1,44,30,291,12.555055552695555,11.867285728109323,12.56195516568262
station_27,Sheleila,128,0.1,h128_d0.1,44,90,231,12.373207019526182,11.577064739405591,12.311760728919293
station_12,CITIES@Saadiyat,128,0.2,h128_d0.2,44,30,565,12.028233342645658,11.553971487615222,12.384179331799796
station_12,CITIES@Saadiyat,128,0.2,h128_d0.2,44,90,505,12.19209339638352,11.604956795792445,12.3518533695776
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.2,h128_d0.2,44,30,594,12.133064224454904,11.477989246262172,12.32493837200941
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.2,h128_d0.2,44,90,534,12.28736598793038,11.600764803222686,12.457647029472108
station_14,CITIES@West Yas Island,128,0.2,h128_d0.2,44,30,387,12.513374622556636,11.816025734865612,12.843998773125893
station_14,CITIES@West Yas Island,128,0.2,h128_d0.2,44,90,327,12.535055797770148,11.652379981007515,12.634116711843758
station_15,CITIES@Khalifa City 1,128,0.2,h128_d0.2,44,30,367,20.42504864771637,18.079328019477362,18.96168759402942
station_15,CITIES@Khalifa City 1,128,0.2,h128_d0.2,44,90,307,21.486237827058325,18.891308009311622,19.756532268281603
station_16,CITIES@Khalifa City 2,128,0.2,h128_d0.2,44,30,329,18.518673226090232,16.947053552743526,18.13015099761875
station_16,CITIES@Khalifa City 2,128,0.2,h128_d0.2,44,90,269,19.31623873352183,17.52611268179311,18.627209954613406
station_17,CITIES@Sas Al Nakhl,128,0.2,h128_d0.2,44,30,350,10.65030658177098,10.185138742956823,10.38775644681232
station_17,CITIES@Sas Al Nakhl,128,0.2,h128_d0.2,44,90,290,10.340353608973954,9.890101105996814,10.009732675935899
station_18,CITIES@Al Danah,128,0.2,h128_d0.2,44,30,310,12.29631412122112,11.337248022489911,11.976778084351336
station_18,CITIES@Al Danah,128,0.2,h128_d0.2,44,90,271,12.448336111935584,11.462228892962159,12.144541587942491
station_19,CITIES@Shakhbout[31],128,0.2,h128_d0.2,44,30,327,9.844875007554595,9.557835903941841,9.92045783303661
station_19,CITIES@Shakhbout[31],128,0.2,h128_d0.2,44,90,267,9.770016963172282,9.416372783598451,9.82719033719078
station_20,Abu dhabi al muzoon,128,0.2,h128_d0.2,44,30,242,11.300214389467746,10.753514988088792,11.774451876631156
station_20,Abu dhabi al muzoon,128,0.2,h128_d0.2,44,90,183,11.955186793054745,11.263740485845197,12.571351670779022
station_21,CITIES@Bateen-BWA,128,0.2,h128_d0.2,44,30,215,16.434843133939836,14.71581803519549,15.869141660197913
station_21,CITIES@Bateen-BWA,128,0.2,h128_d0.2,44,90,155,17.82374798570897,15.925398304044917,17.24999290975196
station_22,Mamsha Azure 3,128,0.2,h128_d0.2,44,30,141,13.749459924918883,12.37614897509997,13.283578196600066
station_22,Mamsha Azure 3,128,0.2,h128_d0.2,44,90,81,12.194108322373465,11.079415674908194,11.571656551547546
station_27,Sheleila,128,0.2,h128_d0.2,44,30,291,12.555055552695555,11.867285728109323,12.755854020984382
station_27,Sheleila,128,0.2,h128_d0.2,44,90,231,12.373207019526182,11.577064739405591,12.353151166557339
station_12,CITIES@Saadiyat,128,0.3,h128_d0.3,44,30,565,12.028233342645658,11.553971487615222,12.468201049614663
station_12,CITIES@Saadiyat,128,0.3,h128_d0.3,44,90,505,12.19209339638352,11.604956795792445,12.415312686363032
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.3,h128_d0.3,44,30,594,12.133064224454904,11.477989246262172,11.764635694076784
station_13,CITIES@Lycee Francais Theodore Monod International School,128,0.3,h128_d0.3,44,90,534,12.28736598793038,11.600764803222686,11.918843768747525
station_14,CITIES@West Yas Island,128,0.3,h128_d0.3,44,30,387,12.513374622556636,11.816025734865612,12.008457013708854
station_14,CITIES@West Yas Island,128,0.3,h128_d0.3,44,90,327,12.535055797770148,11.652379981007515,11.86602726520827
station_15,CITIES@Khalifa City 1,128,0.3,h128_d0.3,44,30,367,20.42504864771637,18.079328019477362,17.7490510293928
station_15,CITIES@Khalifa City 1,128,0.3,h128_d0.3,44,90,307,21.486237827058325,18.891308009311622,18.50630599086539
station_16,CITIES@Khalifa City 2,128,0.3,h128_d0.3,44,30,329,18.518673226090232,16.947053552743526,16.87741146686999
station_16,CITIES@Khalifa City 2,128,0.3,h128_d0.3,44,90,269,19.31623873352183,17.52611268179311,17.406383492807173
station_17,CITIES@Sas Al Nakhl,128,0.3,h128_d0.3,44,30,350,10.65030658177098,10.185138742956823,10.851239610995874
station_17,CITIES@Sas Al Nakhl,128,0.3,h128_d0.3,44,90,290,10.340353608973954,9.890101105996814,10.62572114114856
station_18,CITIES@Al Danah,128,0.3,h128_d0.3,44,30,310,12.29631412122112,11.337248022489911,12.012038535449891
station_18,CITIES@Al Danah,128,0.3,h128_d0.3,44,90,271,12.448336111935584,11.462228892962159,12.177183694385205
station_19,CITIES@Shakhbout[31],128,0.3,h128_d0.3,44,30,327,9.844875007554595,9.557835903941841,10.35445361189297
station_19,CITIES@Shakhbout[31],128,0.3,h128_d0.3,44,90,267,9.770016963172282,9.416372783598451,10.402561453567621
station_20,Abu dhabi al muzoon,128,0.3,h128_d0.3,44,30,242,11.300214389467746,10.753514988088792,11.573485932195577
station_20,Abu dhabi al muzoon,128,0.3,h128_d0.3,44,90,183,11.955186793054745,11.263740485845197,12.171343074895342
station_21,CITIES@Bateen-BWA,128,0.3,h128_d0.3,44,30,215,16.434843133939836,14.71581803519549,14.915058912004408
station_21,CITIES@Bateen-BWA,128,0.3,h128_d0.3,44,90,155,17.82374798570897,15.925398304044917,16.359173027829222
station_22,Mamsha Azure 3,128,0.3,h128_d0.3,44,30,141,13.749459924918883,12.37614897509997,13.60393607401158
station_22,Mamsha Azure 3,128,0.3,h128_d0.3,44,90,81,12.194108322373465,11.079415674908194,11.80964680684093
station_27,Sheleila,128,0.3,h128_d0.3,44,30,291,12.555055552695555,11.867285728109323,13.190262380747852
station_27,Sheleila,128,0.3,h128_d0.3,44,90,231,12.373207019526182,11.577064739405591,12.65478558809861
